School,SCHID,LEA,class,dindex,pctwhite,pctblack,schoolsum,pctlatinx
Menchville High,01063,NEWPORT NEWS CITY PBLC SCHS,chem,0.5845983379501385,0.6,0.20526315789473684,190,0.1
Menchville High,01063,NEWPORT NEWS CITY PBLC SCHS,bio,0.6483614453758789,0.438953488372093,0.3851744186046512,688,0.08139534883720931
Menchville High,01063,NEWPORT NEWS CITY PBLC SCHS,gate,0.48113004341960575,0.7037037037037037,0.1111111111111111,297,NA
Menchville High,01063,NEWPORT NEWS CITY PBLC SCHS,apany,0.5446827969912471,0.6440677966101694,0.17191283292978207,413,0.07506053268765134
Menchville High,01063,NEWPORT NEWS CITY PBLC SCHS,alg2,0.6481079046728746,0.519163763066202,0.25783972125435545,287,0.0975609756097561
Menchville High,01063,NEWPORT NEWS CITY PBLC SCHS,enr,0.6485425783242502,0.4579015544041451,0.36075129533678757,1544,0.086139896373057
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,alg11112,0.8026147959183674,0.21621621621621626,0.6216216216216216,56,NA
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,alg10910,0.7447434413580247,0.17592592592592593,0.6342592592592592,288,NA
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,chem,0.6848839515969054,0.3873239436619718,0.38028169014084506,142,0.11267605633802817
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,bio,0.6508566123723522,0.28407460545193686,0.4949784791965567,697,0.14347202295552366
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,gate,0.690406203633717,0.4656084656084656,0.253968253968254,189,NA
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,apany,0.6861467795915579,0.36983471074380164,0.39462809917355374,484,0.12190082644628099
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,alg2,0.6700356718192628,0.32068965517241377,0.4517241379310345,290,0.13793103448275862
Warwick High,01076,NEWPORT NEWS CITY PBLC SCHS,enr,0.6337368891092501,0.2825943084050298,0.5188616810059563,1511,0.12045003309066843
Point Option Alternative School,01238,NEWPORT NEWS CITY PBLC SCHS,alg11112,0.375,0.75,0,4,NA
Point Option Alternative School,01238,NEWPORT NEWS CITY PBLC SCHS,alg10910,0.40816326530612246,0.7142857142857143,0.2857142857142857,7,NA
Point Option Alternative School,01238,NEWPORT NEWS CITY PBLC SCHS,bio,0.6328125,0.4375,0.375,16,0.1875
Point Option Alternative School,01238,NEWPORT NEWS CITY PBLC SCHS,alg2,0,0,1,1,0
Point Option Alternative School,01238,NEWPORT NEWS CITY PBLC SCHS,enr,0.6551020408163266,0.45714285714285713,0.34285714285714286,70,0.11428571428571428
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,alg11112,0.9961341244060243,0,0.0784313725490196,193,NA
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,alg10910,0.9357204344785123,0.01757188498402556,0.33067092651757185,818,NA
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,chem,0.38288704216682057,0.12280701754385964,0.7719298245614035,57,0.07017543859649122
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,bio,0.8069893613438724,0.034588777863182166,0.43735588009223675,1301,0.0207532667179093
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,gate,0.9432871972318339,0.058823529411764705,0.2235294117647059,170,NA
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,apany,0.9486445831832642,0.025343189017951427,0.2238648363252376,947,0.022175290390707498
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,alg2,0.9055030187017329,0.027932960893854747,0.3054003724394786,537,0.0148975791433892
Heritage High,01451,NEWPORT NEWS CITY PBLC SCHS,enr,0.9147026940867019,0.019522776572668113,0.29094360086767895,3688,0.014642082429501085
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,alg11112,0.8502556610664718,0.32,0.44000000000000006,37,NA
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,alg10910,0.6986016354574927,0.17910447761194026,0.6467661691542289,249,NA
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,chem,0.6423298815101671,0.2467866323907455,0.5269922879177378,389,0.11568123393316196
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,bio,0.6050018221574344,0.21173469387755103,0.5752551020408163,784,0.12627551020408162
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,gate,0.6663432242038464,0.42731277533039647,0.3656387665198238,227,NA
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,apany,0.7018719954755397,0.3184466019417476,0.4155339805825243,515,0.12427184466019418
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,alg2,0.6361000565607977,0.21896162528216703,0.5440180586907449,443,0.11963882618510158
Woodside High,01453,NEWPORT NEWS CITY PBLC SCHS,enr,0.6219040501741918,0.23326359832635984,0.553347280334728,1912,0.11610878661087866
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,alg11112,0.5555555555555556,0,1,3,NA
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,alg10910,0.21469387755102043,0.03125,0.96875,35,NA
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,alg108,0.2781065088757397,0,0.9166666666666666,39,NA
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,chem,0.07680000000000002,0,0.96,25,0.04
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,bio,0.2028061831153389,0.027586206896551724,0.8896551724137931,145,0.06896551724137931
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,gate,0.31122448979591844,0,0.8214285714285714,56,NA
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,apany,0.26434782608695656,0.026086956521739132,0.8521739130434782,115,0.08695652173913045
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,alg2,0.284090909090909,0.045454545454545456,0.8409090909090909,44,0.045454545454545456
Achievable Dream Middle/High,02344,NEWPORT NEWS CITY PBLC SCHS,enr,0.17034090909090915,0.013636363636363636,0.9090909090909091,440,0.05
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,alg11112,0.5486111111111112,0,0.8888888888888888,12,NA
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,alg10910,0.5568325981936569,0.04676258992805756,0.8201438848920863,345,NA
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,chem,0.3956192536506219,0.09302325581395349,0.7674418604651163,86,0.05813953488372093
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,bio,0.23878715731241898,0.04142011834319527,0.8698224852071006,169,0.04142011834319527
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,gate,0.39834201296630883,0.12371134020618559,0.7628865979381443,97,NA
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,apany,0.4319184393686894,0.0693069306930693,0.7425742574257426,101,0.05940594059405939
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,alg2,0.26782024793388426,0.04545454545454546,0.8522727272727273,88,0.034090909090909095
Booker T Washington High,01079,NORFOLK CITY PBLC SCHS,enr,0.3285772066527295,0.0640176600441501,0.8134657836644592,906,0.05739514348785872
Granby High,01098,NORFOLK CITY PBLC SCHS,alg11112,0.5141354372123602,0.060606060606060594,0.8181818181818181,39,NA
Granby High,01098,NORFOLK CITY PBLC SCHS,alg10910,0.7056088965463232,0.11764705882352942,0.6964705882352941,565,NA
Granby High,01098,NORFOLK CITY PBLC SCHS,chem,0.7019861716651254,0.3793103448275862,0.36398467432950193,261,0.06513409961685823
Granby High,01098,NORFOLK CITY PBLC SCHS,bio,0.6597477797649367,0.3131115459882583,0.4755381604696673,511,0.09001956947162426
Granby High,01098,NORFOLK CITY PBLC SCHS,gate,0.6828697452515977,0.453416149068323,0.3022774327122153,483,NA
Granby High,01098,NORFOLK CITY PBLC SCHS,apany,0.6835944391835206,0.45920303605313095,0.29411764705882354,527,0.07590132827324478
Granby High,01098,NORFOLK CITY PBLC SCHS,alg2,0.6975029726516053,0.3448275862068966,0.40344827586206894,290,0.07931034482758621
Granby High,01098,NORFOLK CITY PBLC SCHS,enr,0.6395515264766041,0.27688442211055275,0.5170854271356784,1990,0.10150753768844221
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,alg11112,0.7265625,0,0.6666666666666666,16,NA
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,alg10910,0.6644784580498866,0.06211180124223601,0.7422360248447205,420,NA
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,chem,0.5012649687974362,0.11688311688311688,0.6883116883116883,77,0.07792207792207792
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,bio,0.580612244897959,0.13571428571428573,0.6142857142857143,140,0.13571428571428573
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,gate,0.6190511600237952,0.23170731707317074,0.5609756097560976,164,NA
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,apany,0.5347728619650082,0.1319796954314721,0.6598984771573604,197,0.07614213197969544
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,alg2,0.5565929330652112,0.19491525423728814,0.6271186440677966,118,0.0847457627118644
Lake Taylor High,01104,NORFOLK CITY PBLC SCHS,enr,0.45918771789334056,0.11247947454844007,0.7200328407224958,1218,0.08210180623973727
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,alg11112,0.546875,0.2857142857142857,0.7142857142857143,8,NA
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,alg10910,0.6397107166337934,0.13999999999999999,0.732,312,NA
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,chem,0.6252297769416822,0.5049180327868853,0.3344262295081967,305,0.05245901639344262
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,bio,0.6093012086768591,0.29528535980148884,0.543424317617866,403,0.052109181141439205
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,gate,0.6254758379594196,0.5191956124314443,0.30712979890310793,547,NA
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,apany,0.6157780680549925,0.5548098434004475,0.25279642058165547,447,0.04697986577181208
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,alg2,0.647260109844818,0.4551083591331269,0.3684210526315789,323,0.05263157894736842
Matthew Fontaine Maury High,01117,NORFOLK CITY PBLC SCHS,enr,0.6197283687377284,0.33717404487568226,0.5087932080048514,1649,0.05154639175257732
Norview High,01122,NORFOLK CITY PBLC SCHS,alg11112,0.7110582639714624,0.14285714285714285,0.7142857142857143,29,NA
Norview High,01122,NORFOLK CITY PBLC SCHS,alg10910,0.6977128308715231,0.15632183908045977,0.6436781609195402,534,NA
Norview High,01122,NORFOLK CITY PBLC SCHS,chem,0.7159723393489625,0.35064935064935066,0.37012987012987014,154,0.05844155844155844
Norview High,01122,NORFOLK CITY PBLC SCHS,bio,0.5375179901527585,0.17752808988764046,0.647191011235955,445,0.0898876404494382
Norview High,01122,NORFOLK CITY PBLC SCHS,gate,0.7086197959683529,0.36992840095465396,0.36754176610978523,419,NA
Norview High,01122,NORFOLK CITY PBLC SCHS,apany,0.7343753945607434,0.39195979899497485,0.2814070351758794,199,0.10050251256281408
Norview High,01122,NORFOLK CITY PBLC SCHS,alg2,0.6832017733564014,0.27205882352941174,0.474264705882353,272,0.08088235294117647
Norview High,01122,NORFOLK CITY PBLC SCHS,enr,0.6159659465202106,0.22797650827549387,0.5632674853176722,1873,0.09450080085424453
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,alg11112,NaN,NaN,NaN,0,NA
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,alg10910,0.31391200951248516,0.04,0.9600000000000001,29,NA
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,chem,0.5,0.5,0.5,2,0
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,bio,0,1,0,1,0
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,gate,0.4444444444444444,0.6666666666666666,0.3333333333333333,3,NA
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,alg2,0,0,1,2,0
Norfolk Alternative High,02943,NORFOLK CITY PBLC SCHS,enr,0.1587901701323253,0.08695652173913043,0.9130434782608695,23,0
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,alg11112,0.4444444444444445,0.3333333333333333,0.6666666666666666,6,NA
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,alg10910,0.7364477040816326,0.2065217391304348,0.5434782608695653,112,NA
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,chem,0.6501479289940828,0.46153846153846156,0.28846153846153844,52,0.23076923076923078
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,bio,0.624479232420149,0.29213483146067415,0.5056179775280899,178,0.1853932584269663
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,gate,0.6670249932813761,0.5081967213114754,0.19672131147540986,61,NA
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,apany,0.6435986159169549,0.47058823529411764,0.058823529411764705,17,0.35294117647058826
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,alg2,0.6428571428571428,0.48214285714285715,0.30357142857142855,56,0.17857142857142858
Northampton High,01155,NORTHAMPTON CO PBLC SCHS,enr,0.6384137737769235,0.2860310421286031,0.4878048780487805,451,0.2039911308203991
Northern Neck Regional Alternative Ed,02367,NORTHERN NECK REGIONAL ALTERNATIVE ED,alg11112,0,1,0,1,NA
Northern Neck Regional Alternative Ed,02367,NORTHERN NECK REGIONAL ALTERNATIVE ED,alg108,0.6799999999999999,0.5,0.5,5,NA
Northern Neck Regional Alternative Ed,02367,NORTHERN NECK REGIONAL ALTERNATIVE ED,chem,0,1,0,3,0
Northern Neck Regional Alternative Ed,02367,NORTHERN NECK REGIONAL ALTERNATIVE ED,bio,0.4444444444444444,0.6666666666666666,0.3333333333333333,3,0
Northern Neck Regional Alternative Ed,02367,NORTHERN NECK REGIONAL ALTERNATIVE ED,alg2,0.4444444444444444,0.6666666666666666,0.3333333333333333,3,0
Northern Neck Regional Alternative Ed,02367,NORTHERN NECK REGIONAL ALTERNATIVE ED,enr,0.5,0.5,0.5,8,0
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,alg11112,0,1,0,1,NA
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,alg10910,0.735822222222222,0.5172413793103449,0.41379310344827586,75,NA
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,chem,0.42881944444444453,0.7291666666666666,0.1875,48,0.0625
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,bio,0.56953125,0.48125,0.44375,160,0.03125
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,gate,0.30315789473684207,0.8210526315789474,0.14736842105263157,95,NA
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,apany,0.5051020408163263,0.6785714285714286,0.14285714285714285,28,0.10714285714285714
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,alg2,0.4866272189349112,0.6461538461538462,0.3076923076923077,65,0.03076923076923077
Northumberland High,01159,NORTHUMBERLAND CO PBLC SCHS,enr,0.548489726045833,0.5498839907192575,0.38283062645011606,431,0.048723897911832945
J.I. Burton High,01162,NORTON CITY PBLC SCHS,alg11112,0,1,0,2,NA
J.I. Burton High,01162,NORTON CITY PBLC SCHS,alg10910,0.6405613399728385,0.875,0.09375,47,NA
J.I. Burton High,01162,NORTON CITY PBLC SCHS,alg108,0.08677685950413205,0.9545454545454546,0.045454545454545456,22,NA
J.I. Burton High,01162,NORTON CITY PBLC SCHS,chem,0.328125,0.8125,0,16,0.0625
J.I. Burton High,01162,NORTON CITY PBLC SCHS,bio,0.38134430727023316,0.7777777777777778,0.037037037037037035,27,0.07407407407407407
J.I. Burton High,01162,NORTON CITY PBLC SCHS,gate,0.21760000000000002,0.88,0.08,50,NA
J.I. Burton High,01162,NORTON CITY PBLC SCHS,alg2,0.1768707482993196,0.9047619047619048,0,21,0.047619047619047616
J.I. Burton High,01162,NORTON CITY PBLC SCHS,enr,0.32098765432098764,0.8169934640522876,0.0784313725490196,306,0.032679738562091505
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,alg11112,0.7353497164461247,0.16666666666666666,0.611111111111111,23,NA
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,alg10910,0.6922562425683709,0.48514851485148514,0.4059405940594059,116,NA
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,chem,0.5008112493239588,0.6744186046511628,0.18604651162790697,43,0.023255813953488372
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,bio,0.5834120982986768,0.5,0.40217391304347827,92,0.05434782608695652
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,gate,0.4155092592592594,0.75,0.125,72,NA
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,alg2,0.5947542533081285,0.5108695652173914,0.3695652173913043,92,0.07608695652173914
Nottoway High,01942,NOTTOWAY CO PBLC SCHS,enr,0.6030900130527884,0.47892074198988194,0.40134907251264756,593,0.07082630691399663
Orange County High,01174,ORANGE CO PBLC SCHS,alg11112,0.59375,0.8333333333333334,0,8,NA
Orange County High,01174,ORANGE CO PBLC SCHS,alg10910,0.6298861188057865,0.6037735849056605,0.2169811320754717,114,NA
Orange County High,01174,ORANGE CO PBLC SCHS,chem,0.3855624894585933,0.7662337662337663,0.15584415584415584,77,0.03896103896103896
Orange County High,01174,ORANGE CO PBLC SCHS,bio,0.4811545736136621,0.7015706806282722,0.12303664921465969,382,0.07591623036649214
Orange County High,01174,ORANGE CO PBLC SCHS,gate,0.3715254237288136,0.7830508474576271,0.09830508474576272,295,NA
Orange County High,01174,ORANGE CO PBLC SCHS,apany,0.37730609006149574,0.7793427230046949,0.09859154929577464,213,0.046948356807511735
Orange County High,01174,ORANGE CO PBLC SCHS,alg2,0.553116487742349,0.6329113924050633,0.17721518987341772,158,0.06329113924050633
Orange County High,01174,ORANGE CO PBLC SCHS,enr,0.4923784963300934,0.6880281690140845,0.15422535211267605,1420,0.06338028169014084
Luray High,01180,PAGE CO PBLC SCHS,alg11112,0,1,0,1,NA
Luray High,01180,PAGE CO PBLC SCHS,alg10910,0.3200754826535056,0.85,0.0875,83,NA
Luray High,01180,PAGE CO PBLC SCHS,chem,0.13419513696522012,0.9298245614035088,0.017543859649122803,57,0
Luray High,01180,PAGE CO PBLC SCHS,bio,0.20303310786756856,0.8905660377358491,0.026415094339622643,265,0.03773584905660377
Luray High,01180,PAGE CO PBLC SCHS,gate,0.12330905306971907,0.9354838709677419,0,62,NA
Luray High,01180,PAGE CO PBLC SCHS,apany,0,1,0,8,0
Luray High,01180,PAGE CO PBLC SCHS,alg2,0.07396449704142016,0.9615384615384616,0,26,0
Luray High,01180,PAGE CO PBLC SCHS,enr,0.17975367361019368,0.9042145593869731,0.032567049808429116,522,0.02681992337164751
Page County High,01181,PAGE CO PBLC SCHS,alg11112,NaN,NaN,NaN,0,NA
Page County High,01181,PAGE CO PBLC SCHS,alg10910,0.36793995243757427,0.9108910891089109,0.009900990099009901,116,NA
Page County High,01181,PAGE CO PBLC SCHS,chem,0.10632810950208293,0.9436619718309859,0,71,0.056338028169014086
Page County High,01181,PAGE CO PBLC SCHS,bio,0.1532518140284871,0.9180327868852459,0.012295081967213116,244,0.06147540983606557
Page County High,01181,PAGE CO PBLC SCHS,gate,0.04996712689020377,0.9743589743589743,0,78,NA
Page County High,01181,PAGE CO PBLC SCHS,apany,0.24489795918367352,0.8571428571428571,0,7,0.14285714285714285
Page County High,01181,PAGE CO PBLC SCHS,alg2,0.12033240997229899,0.9368421052631579,0,95,0.042105263157894736
Page County High,01181,PAGE CO PBLC SCHS,enr,0.12025152954949003,0.9367088607594937,0.0054249547920434,553,0.04701627486437613
Patrick County High,01188,PATRICK CO PBLC SCHS,alg11112,0.64,1,0,5,NA
Patrick County High,01188,PATRICK CO PBLC SCHS,alg10910,0.5674439871970736,0.8548387096774193,0.04838709677419354,81,NA
Patrick County High,01188,PATRICK CO PBLC SCHS,alg108,0.40274747073993256,0.83206106870229,0.03816793893129772,142,NA
Patrick County High,01188,PATRICK CO PBLC SCHS,chem,0.27055150884495316,0.8494623655913979,0.043010752688172046,93,0.06451612903225806
Patrick County High,01188,PATRICK CO PBLC SCHS,bio,0.32352662945795085,0.8152492668621701,0.0469208211143695,341,0.09090909090909091
Patrick County High,01188,PATRICK CO PBLC SCHS,gate,0.1586703601108035,0.9157894736842105,0,95,NA
Patrick County High,01188,PATRICK CO PBLC SCHS,apany,0.2692307692307693,0.8461538461538461,0,26,0
Patrick County High,01188,PATRICK CO PBLC SCHS,alg2,0.39703153988868267,0.7662337662337663,0.06493506493506493,77,0.09090909090909091
Patrick County High,01188,PATRICK CO PBLC SCHS,enr,0.28922716049382724,0.8377777777777777,0.04000000000000001,900,0.07666666666666666
BLANDFORD Alternative School,00648,PETERSBURG CITY PBLC SCHS,alg11112,NaN,NaN,NaN,0,NA
BLANDFORD Alternative School,00648,PETERSBURG CITY PBLC SCHS,alg10910,0,0,1,2,NA
BLANDFORD Alternative School,00648,PETERSBURG CITY PBLC SCHS,bio,0.2777777777777777,0.16666666666666666,0.8333333333333334,6,0
BLANDFORD Alternative School,00648,PETERSBURG CITY PBLC SCHS,enr,0.21875,0.125,0.875,24,0
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,alg11112,0.75,0,1,2,NA
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,alg10910,0.36882679584120986,0.012903225806451611,0.9419354838709677,184,NA
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,chem,0.17626953125,0.03125,0.90625,64,0.03125
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,bio,0.1297972058478092,0.008361204013377926,0.931438127090301,598,0.05016722408026756
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,gate,0.14005540166204986,0.02105263157894737,0.9263157894736842,95,NA
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,apany,0.2721893491124261,0.07692307692307693,0.8461538461538461,13,0.07692307692307693
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,alg2,0.13556851311953352,0.02040816326530612,0.9285714285714286,98,0.04081632653061224
Petersburg High,01198,PETERSBURG CITY PBLC SCHS,enr,0.13536046371211197,0.015384615384615385,0.9285714285714286,910,0.046153846153846156
Piedmont Alternative,02366,PIEDMONT ALTERNATIVE SCHOOL,alg11112,0,0,1,1,NA
Piedmont Alternative,02366,PIEDMONT ALTERNATIVE SCHOOL,alg10910,0,0,1,1,NA
Piedmont Alternative,02366,PIEDMONT ALTERNATIVE SCHOOL,bio,0,0,1,1,0
Piedmont Alternative,02366,PIEDMONT ALTERNATIVE SCHOOL,enr,0.4444444444444445,0.3333333333333333,0.6666666666666666,6,0
Piedmont REG ED/IVY CREEK,02090,Piedmont Regional ED.,alg11112,0.75,0,1,2,NA
Piedmont REG ED/IVY CREEK,02090,Piedmont Regional ED.,alg10910,0.8984375,0.5,0.375,16,NA
Piedmont REG ED/IVY CREEK,02090,Piedmont Regional ED.,bio,0.48,0.6,0.4,5,0
Piedmont REG ED/IVY CREEK,02090,Piedmont Regional ED.,enr,0.5919581942226738,0.46987951807228917,0.42168674698795183,83,0.012048192771084338
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,alg11112,0.40816326530612246,0.7142857142857143,0.2857142857142857,7,NA
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,alg10910,0.7281,0.6333333333333333,0.2733333333333334,200,NA
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,chem,0.18369371156516556,0.9014084507042254,0.04225352112676056,71,0.04225352112676056
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,bio,0.44023268905986107,0.7054794520547946,0.2465753424657534,146,0.03424657534246575
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,gate,0.2290436835891383,0.8701298701298701,0.11688311688311688,77,NA
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,apany,0.2953174375179546,0.8305084745762712,0.1016949152542373,59,0.06779661016949153
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,alg2,0.286042240587695,0.8333333333333334,0.13636363636363635,66,0.030303030303030304
Chatham High,01210,PITTSYLVANIA CO PBLC SCHS,enr,0.4519023622132165,0.6995073891625616,0.23809523809523808,609,0.04433497536945813
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,alg11112,0.8587257617728532,0.4545454545454545,0.4545454545454545,19,NA
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,alg10910,0.775689561925365,0.5245901639344261,0.4098360655737705,86,NA
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,chem,0.4580165289256197,0.6636363636363637,0.3181818181818182,110,0.01818181818181818
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,bio,0.47083424362535503,0.6424581005586593,0.3407821229050279,179,0.01675977653631285
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,gate,0.3517169614984391,0.7903225806451613,0.14516129032258068,62,NA
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,apany,0.3502616189596799,0.7894736842105263,0.15789473684210525,57,0.03508771929824561
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,alg2,0.5114064669708391,0.5985915492957746,0.3591549295774648,142,0.035211267605633804
Dan River High,01214,PITTSYLVANIA CO PBLC SCHS,enr,0.4834270521176264,0.6372688477951636,0.3314366998577525,703,0.02418207681365576
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,alg11112,0,1,0,2,NA
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,alg10910,0.7038844060799399,0.4482758620689655,0.5172413793103449,73,NA
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,chem,0.36053719008264473,0.7727272727272727,0.20454545454545456,44,0.022727272727272728
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,bio,0.49931321540062434,0.6,0.3741935483870968,155,0.025806451612903226
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,gate,0.2455381287182261,0.8604651162790697,0.11627906976744186,86,NA
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,apany,0.42850410029220476,0.7087378640776699,0.2621359223300971,103,0.019417475728155338
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,alg2,0.481211700774656,0.6666666666666666,0.2688172043010753,93,0.043010752688172046
Gretna High,01218,PITTSYLVANIA CO PBLC SCHS,enr,0.4898481962867676,0.6435452793834296,0.30828516377649323,519,0.017341040462427744
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,alg11112,0,1,0,1,NA
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,alg10910,0.6474609375,0.72,0.24,128,NA
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,chem,0.3461619942094484,0.7983193277310925,0.11764705882352941,119,0.04201680672268908
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,bio,0.30818132916035,0.8181818181818182,0.14685314685314685,143,0.027972027972027972
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,gate,0.19813366009991507,0.8932038834951457,0.04854368932038835,103,NA
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,apany,0.21253188775510212,0.8839285714285714,0.07142857142857142,112,0.026785714285714284
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,alg2,0.4678702184067669,0.7078651685393258,0.15730337078651685,89,0.056179775280898875
Tunstall High,01227,PITTSYLVANIA CO PBLC SCHS,enr,0.3334524186222172,0.8061767838125665,0.11821086261980832,939,0.04579339723109691
Regional Alternative School,99999,PITTSYLVANIA CO PBLC SCHS,alg11112,NaN,NaN,NaN,0,NA
